Unnamed: 0,cap_shape,cap_surface,cap_color,bruises,odor,gill_attachment,gill_spacing,gill_size,gill_color,stalk_shape,stalk_root,stalk_surface_above_ring,stalk_surface_below_ring,stalk_color_above_ring,stalk_color_below_ring,veil_type,veil_color,ring_number,ring_type,spore_print_color,population,habitat,stalk_height,cap_diameter,class
564,convex,fibrous,yellow,no,foul,free,crowded,broad,buff,tapering,bulbous,scaly,silky,gray,brown,partial,white,one,pendant,brown,numerous,paths,7.707124953,15.91187448,poisonous
882,convex,grooves,brown,yes,spicy,notched,close,broad,orange,enlarging,missing,fibrous,silky,yellow,gray,partial,orange,none,large,black,several,paths,4.130607676,17.64413559,poisonous
1273,convex,fibrous,white,no,anise,attached,crowded,narrow,white,tapering,cup,scaly,scaly,buff,buff,partial,brown,one,pendant,white,solitary,paths,11.48967523,13.3066856,edible
1101,sunken,grooves,brown,no,pungent,attached,crowded,narrow,chocolate,enlarging,club,fibrous,smooth,gray,orange,partial,orange,two,flaring,black,clustered,paths,2.817081371,14.56635883,edible
778,sunken,fibrous,gray,yes,musty,free,close,broad,white,tapering,missing,fibrous,silky,white,pink,partial,brown,two,pendant,orange,solitary,grasses,5.747580651,3.144325951,poisonous
170,flat,fibrous,green,yes,musty,free,close,broad,black,enlarging,rhizomorphs,smooth,scaly,gray,orange,partial,orange,two,none,white,scattered,meadows,2.148725033,10.63165183,poisonous
1264,sunken,grooves,brown,yes,creosote,free,close,broad,white,tapering,equal,scaly,smooth,white,buff,partial,orange,none,cobwebby,orange,solitary,leaves,4.303831945,6.850412387,poisonous
290,bell,scaly,buff,no,pungent,notched,distant,narrow,purple,tapering,bulbous,fibrous,scaly,brown,pink,partial,brown,none,zone,buff,clustered,leaves,14.83618037,15.34014722,poisonous
913,convex,fibrous,yellow,yes,none,attached,distant,narrow,black,tapering,equal,smooth,scaly,buff,orange,partial,orange,one,none,purple,clustered,grasses,9.234718315,19.86244626,poisonous
735,conical,scaly,gray,no,anise,descending,distant,broad,brown,tapering,missing,scaly,smooth,gray,brown,universal,brown,none,cobwebby,yellow,numerous,grasses,7.508966672,17.8325693,poisonous
1167,sunken,scaly,white,no,anise,descending,distant,broad,pink,tapering,cup,smooth,silky,gray,yellow,partial,brown,two,sheathing,chocolate,clustered,waste,14.27617297,5.054982923,poisonous
577,flat,smooth,gray,yes,creosote,notched,crowded,narrow,pink,enlarging,bulbous,silky,silky,red,pink,partial,brown,two,zone,black,clustered,grasses,12.58886272,17.09227952,edible
797,flat,fibrous,buff,no,creosote,free,close,narrow,buff,tapering,equal,smooth,scaly,orange,red,partial,brown,none,flaring,purple,scattered,woods,10.0941156,19.04087233,poisonous
872,sunken,grooves,gray,yes,none,free,close,narrow,black,tapering,bulbous,smooth,silky,buff,orange,universal,white,one,cobwebby,purple,clustered,leaves,3.67101397,17.72036126,poisonous
1081,flat,scaly,gray,yes,spicy,free,distant,broad,yellow,enlarging,rooted,fibrous,smooth,pink,cinnamon,universal,white,two,none,orange,clustered,woods,13.61508543,20.66825722,edible
810,bell,smooth,red,no,pungent,notched,close,narrow,chocolate,tapering,cup,smooth,scaly,orange,pink,partial,orange,one,sheathing,green,abundant,urban,6.885290136,2.665529994,edible
128,bell,scaly,pink,yes,spicy,free,close,broad,brown,enlarging,equal,smooth,smooth,buff,buff,partial,white,two,cobwebby,white,numerous,paths,4.071361449,10.45843322,edible
66,bell,scaly,purple,no,anise,free,crowded,broad,black,tapering,club,scaly,smooth,yellow,buff,universal,brown,one,sheathing,green,several,grasses,14.62646653,22.80365632,poisonous
100,convex,smooth,purple,yes,spicy,free,crowded,narrow,black,tapering,cup,smooth,silky,white,white,universal,white,one,large,chocolate,numerous,urban,6.241549196,4.076507378,poisonous
1181,flat,smooth,yellow,no,creosote,attached,close,broad,red,enlarging,missing,silky,fibrous,yellow,white,universal,brown,none,zone,chocolate,several,meadows,5.038458809,20.62238032,edible
1115,sunken,grooves,yellow,yes,spicy,descending,crowded,broad,white,enlarging,missing,silky,silky,brown,cinnamon,universal,white,none,none,white,clustered,waste,2.857597254,24.78656081,poisonous
372,sunken,grooves,white,yes,none,free,crowded,narrow,orange,tapering,rhizomorphs,fibrous,scaly,white,white,universal,yellow,none,pendant,brown,solitary,woods,3.000808193,4.469407613,poisonous
919,bell,grooves,buff,yes,foul,attached,close,narrow,green,tapering,rhizomorphs,silky,scaly,brown,white,universal,white,one,zone,brown,solitary,woods,2.517748506,8.411174139,edible
724,sunken,smooth,pink,yes,spicy,notched,close,broad,pink,enlarging,equal,silky,smooth,pink,pink,universal,white,two,cobwebby,buff,abundant,paths,11.12024563,20.69663129,poisonous
586,bell,fibrous,pink,no,almond,attached,distant,narrow,gray,enlarging,club,silky,silky,orange,cinnamon,universal,orange,one,evanescent,chocolate,several,waste,6.296189713,4.648709299,edible
281,flat,scaly,pink,yes,pungent,attached,distant,broad,buff,enlarging,cup,scaly,scaly,white,yellow,partial,yellow,two,zone,white,several,waste,9.868539057,2.898260574,edible
177,sunken,smooth,gray,no,almond,attached,close,narrow,red,tapering,cup,silky,smooth,red,pink,partial,orange,two,large,purple,solitary,urban,5.099540654,24.5405289,poisonous
80,flat,grooves,gray,no,fishy,descending,distant,narrow,gray,enlarging,equal,smooth,fibrous,cinnamon,yellow,universal,orange,none,sheathing,buff,several,paths,5.048425531,18.34155929,poisonous
1123,flat,scaly,gray,yes,anise,descending,distant,narrow,chocolate,enlarging,bulbous,scaly,fibrous,orange,white,universal,white,none,none,buff,scattered,paths,8.857005311,19.41760876,poisonous
793,convex,grooves,red,yes,spicy,free,close,narrow,brown,tapering,rooted,smooth,smooth,buff,buff,partial,white,one,large,orange,abundant,meadows,8.902742603,10.07484653,poisonous
1179,conical,smooth,white,yes,anise,notched,crowded,broad,purple,enlarging,cup,fibrous,scaly,yellow,cinnamon,universal,white,one,evanescent,brown,clustered,grasses,11.33630403,22.18500761,edible
480,flat,scaly,red,no,pungent,free,close,narrow,brown,tapering,rooted,scaly,scaly,white,buff,partial,yellow,none,zone,orange,scattered,leaves,11.85914595,9.64762706,edible
153,flat,grooves,white,no,foul,descending,close,narrow,pink,tapering,missing,smooth,scaly,yellow,yellow,partial,white,two,flaring,brown,scattered,woods,9.16870641,14.25630381,poisonous
741,bell,scaly,red,no,musty,free,crowded,broad,chocolate,tapering,cup,fibrous,smooth,buff,orange,universal,white,one,pendant,buff,abundant,paths,7.580984652,19.80314013,edible
903,conical,scaly,green,yes,none,attached,distant,narrow,black,enlarging,club,silky,silky,orange,buff,partial,orange,none,large,black,numerous,leaves,8.234762315,1.396898896,poisonous
1125,sunken,grooves,yellow,no,creosote,notched,crowded,broad,orange,enlarging,missing,silky,fibrous,cinnamon,yellow,partial,orange,two,flaring,purple,abundant,urban,9.091393417,10.8500965,poisonous
602,convex,scaly,green,no,spicy,free,close,narrow,black,enlarging,rooted,fibrous,scaly,cinnamon,orange,partial,white,two,flaring,white,abundant,grasses,12.53097274,24.08579936,poisonous
1153,sunken,fibrous,white,no,pungent,notched,close,narrow,buff,enlarging,cup,fibrous,silky,gray,red,partial,white,two,sheathing,green,abundant,woods,4.882746833,2.723651342,poisonous
245,convex,grooves,pink,no,pungent,notched,close,narrow,pink,enlarging,rooted,scaly,silky,buff,cinnamon,partial,yellow,one,large,black,clustered,urban,3.925850493,9.823764644,poisonous
235,conical,grooves,buff,no,fishy,notched,distant,broad,buff,enlarging,rhizomorphs,smooth,scaly,cinnamon,orange,universal,yellow,none,sheathing,black,scattered,waste,12.18441072,2.154642337,poisonous
1092,sunken,scaly,red,no,foul,free,distant,broad,orange,enlarging,rooted,fibrous,scaly,white,buff,partial,brown,two,flaring,white,abundant,urban,12.6262548,5.119025233,poisonous
499,sunken,fibrous,white,no,none,free,distant,narrow,green,tapering,rhizomorphs,scaly,smooth,white,cinnamon,universal,white,one,sheathing,purple,solitary,leaves,6.877028707,19.65746372,poisonous
302,convex,smooth,yellow,yes,fishy,notched,crowded,narrow,pink,enlarging,rhizomorphs,fibrous,scaly,pink,white,universal,brown,none,sheathing,buff,scattered,grasses,8.371891989,24.19686354,poisonous
1152,flat,fibrous,red,no,spicy,attached,crowded,narrow,purple,enlarging,rhizomorphs,scaly,silky,yellow,white,partial,white,two,flaring,orange,solitary,waste,5.155430579,22.57580006,poisonous
194,convex,grooves,pink,yes,musty,descending,crowded,narrow,green,enlarging,equal,scaly,smooth,orange,white,partial,orange,none,sheathing,purple,numerous,leaves,10.3548165,6.084562104,poisonous
253,conical,fibrous,green,yes,pungent,notched,close,broad,green,tapering,club,smooth,smooth,gray,pink,universal,brown,none,cobwebby,orange,abundant,grasses,2.755057085,12.8615803,poisonous
455,bell,smooth,green,no,creosote,attached,close,broad,white,tapering,cup,fibrous,scaly,white,white,universal,white,none,flaring,orange,several,waste,5.006198406,2.52590205,edible
464,sunken,smooth,gray,yes,anise,attached,close,narrow,orange,enlarging,bulbous,silky,fibrous,buff,yellow,universal,brown,none,sheathing,white,scattered,waste,12.92692233,13.50062113,edible
327,sunken,scaly,gray,yes,foul,free,distant,narrow,buff,tapering,cup,scaly,fibrous,gray,pink,partial,white,one,flaring,white,abundant,meadows,8.248369337,17.36386206,poisonous
1147,sunken,smooth,buff,no,foul,notched,distant,narrow,orange,tapering,rhizomorphs,fibrous,fibrous,buff,brown,partial,white,none,sheathing,purple,solitary,woods,9.273317565,1.651206029,poisonous
870,flat,fibrous,white,yes,spicy,free,crowded,broad,pink,enlarging,missing,fibrous,scaly,brown,red,partial,brown,one,evanescent,brown,several,leaves,4.022556574,21.81628367,poisonous
997,flat,grooves,buff,no,musty,notched,distant,broad,orange,enlarging,cup,silky,smooth,red,cinnamon,partial,orange,two,zone,green,solitary,urban,4.67012925,4.523184347,poisonous
938,sunken,scaly,pink,no,foul,attached,crowded,narrow,orange,tapering,club,scaly,silky,orange,white,universal,brown,one,zone,black,clustered,urban,14.45520214,20.54201301,edible
789,flat,grooves,pink,yes,creosote,free,close,narrow,white,enlarging,club,scaly,silky,brown,pink,universal,yellow,two,sheathing,orange,scattered,paths,11.69737523,21.26322234,poisonous
122,bell,smooth,green,yes,creosote,free,crowded,broad,pink,tapering,equal,smooth,scaly,cinnamon,cinnamon,universal,white,two,sheathing,purple,solitary,waste,3.938607025,1.930681686,poisonous
679,flat,scaly,pink,yes,foul,descending,crowded,broad,buff,tapering,bulbous,silky,silky,pink,buff,universal,white,none,pendant,purple,several,woods,12.38472513,23.24718751,edible
100,convex,smooth,purple,yes,spicy,free,crowded,narrow,black,tapering,cup,smooth,silky,white,white,universal,white,one,large,chocolate,numerous,urban,6.241549196,4.076507378,poisonous
1228,conical,grooves,pink,yes,creosote,attached,crowded,broad,gray,enlarging,club,silky,fibrous,pink,pink,universal,yellow,two,none,yellow,scattered,paths,6.1001906,6.711500175,poisonous
142,conical,fibrous,yellow,yes,musty,descending,close,broad,pink,tapering,club,silky,silky,pink,gray,partial,yellow,none,zone,black,clustered,urban,10.73290655,19.42750465,edible
165,sunken,scaly,buff,yes,foul,free,distant,broad,pink,enlarging,rooted,fibrous,silky,pink,cinnamon,universal,orange,two,large,green,scattered,leaves,6.146856244,20.96602257,poisonous
5,convex,smooth,pink,no,almond,descending,distant,narrow,gray,enlarging,missing,smooth,smooth,yellow,orange,partial,yellow,none,sheathing,green,several,grasses,14.35860421,5.336598277,edible
79,convex,grooves,pink,yes,musty,free,distant,broad,gray,enlarging,rooted,fibrous,scaly,buff,red,universal,white,one,sheathing,black,scattered,woods,8.874818243,3.852924124,poisonous
885,sunken,scaly,purple,no,anise,notched,crowded,broad,white,enlarging,rhizomorphs,scaly,scaly,gray,pink,partial,yellow,two,cobwebby,brown,scattered,leaves,14.25809688,17.30901606,poisonous
284,sunken,smooth,red,no,musty,free,distant,narrow,orange,enlarging,bulbous,fibrous,silky,brown,buff,universal,brown,two,zone,black,several,grasses,2.08735313,23.10019392,poisonous
1185,sunken,grooves,brown,yes,fishy,free,crowded,broad,brown,enlarging,cup,scaly,silky,gray,buff,universal,white,two,evanescent,black,numerous,waste,2.462044268,17.80003269,edible
407,flat,fibrous,green,no,fishy,attached,distant,broad,gray,enlarging,club,silky,silky,gray,cinnamon,universal,orange,two,zone,black,solitary,urban,13.4530578,23.89431895,edible
79,convex,grooves,pink,yes,musty,free,distant,broad,gray,enlarging,rooted,fibrous,scaly,buff,red,universal,white,one,sheathing,black,scattered,woods,8.874818243,3.852924124,poisonous
511,sunken,fibrous,red,no,foul,descending,distant,narrow,red,tapering,rhizomorphs,silky,smooth,pink,buff,universal,white,one,none,orange,clustered,waste,6.740175322,10.81196746,poisonous
614,flat,fibrous,brown,no,fishy,descending,close,narrow,black,tapering,cup,fibrous,silky,brown,brown,universal,orange,none,pendant,orange,solitary,woods,6.317679127,12.28518323,poisonous
752,bell,scaly,green,no,creosote,notched,crowded,broad,chocolate,enlarging,equal,scaly,fibrous,red,buff,universal,yellow,none,none,brown,numerous,leaves,11.74535979,4.156993373,edible
439,flat,scaly,white,no,creosote,descending,close,narrow,green,enlarging,cup,scaly,silky,buff,buff,partial,orange,one,evanescent,chocolate,abundant,meadows,10.12628254,5.493118885,poisonous
593,convex,grooves,purple,yes,almond,descending,close,broad,pink,enlarging,equal,smooth,smooth,orange,cinnamon,partial,orange,one,evanescent,yellow,numerous,grasses,13.79297984,15.75214887,edible
817,conical,fibrous,red,no,almond,descending,distant,narrow,yellow,enlarging,bulbous,fibrous,fibrous,orange,white,universal,white,one,sheathing,yellow,abundant,meadows,9.69778463,7.961656724,poisonous
959,sunken,grooves,yellow,no,anise,descending,close,broad,red,tapering,rooted,scaly,silky,pink,red,universal,brown,two,none,yellow,numerous,meadows,6.343263401,3.422321644,edible
248,sunken,scaly,pink,no,fishy,attached,close,narrow,pink,enlarging,rooted,smooth,smooth,brown,brown,partial,orange,none,sheathing,orange,scattered,paths,7.164684853,13.71817842,edible
668,conical,scaly,buff,no,anise,free,distant,narrow,brown,tapering,club,silky,silky,yellow,pink,universal,white,two,none,white,abundant,woods,8.365644943,18.88174769,poisonous
68,convex,smooth,red,yes,anise,descending,close,narrow,purple,enlarging,equal,fibrous,silky,yellow,buff,partial,yellow,one,flaring,brown,solitary,leaves,14.13163537,1.693090129,edible
203,conical,grooves,brown,yes,fishy,attached,distant,narrow,white,enlarging,cup,fibrous,scaly,brown,yellow,universal,white,one,evanescent,green,abundant,waste,4.477326521,9.941357974,poisonous
308,flat,grooves,buff,no,anise,free,crowded,narrow,green,enlarging,missing,silky,smooth,brown,yellow,universal,brown,two,zone,buff,abundant,urban,10.55240948,16.15749444,edible
913,convex,fibrous,yellow,yes,none,attached,distant,narrow,black,tapering,equal,smooth,scaly,buff,orange,partial,orange,one,none,purple,clustered,grasses,9.234718315,19.86244626,poisonous
676,bell,scaly,buff,no,musty,free,crowded,broad,orange,tapering,rooted,silky,silky,white,cinnamon,universal,brown,one,zone,yellow,clustered,meadows,5.109469695,6.931440527,poisonous
676,bell,scaly,buff,no,musty,free,crowded,broad,orange,tapering,rooted,silky,silky,white,cinnamon,universal,brown,one,zone,yellow,clustered,meadows,5.109469695,6.931440527,poisonous
458,convex,scaly,yellow,yes,foul,notched,close,broad,purple,tapering,cup,smooth,smooth,red,gray,universal,orange,none,large,brown,several,waste,10.82111546,8.641594186,edible
894,sunken,fibrous,white,yes,none,descending,crowded,broad,black,tapering,club,fibrous,smooth,pink,cinnamon,partial,brown,one,none,green,clustered,meadows,12.1234258,7.118137258,poisonous
714,convex,scaly,pink,no,foul,attached,close,broad,gray,tapering,rooted,fibrous,silky,cinnamon,orange,partial,orange,none,none,yellow,clustered,woods,12.08633001,23.64214159,poisonous
702,flat,scaly,pink,no,fishy,attached,distant,narrow,brown,enlarging,cup,smooth,smooth,cinnamon,cinnamon,universal,white,two,sheathing,orange,numerous,paths,4.205916215,2.718836856,poisonous
223,convex,smooth,purple,yes,creosote,notched,close,narrow,yellow,enlarging,club,fibrous,silky,pink,buff,partial,orange,two,sheathing,buff,numerous,urban,8.17381121,4.98892986,edible
2,flat,smooth,brown,no,foul,attached,distant,broad,orange,enlarging,bulbous,silky,silky,brown,orange,partial,yellow,two,cobwebby,chocolate,several,waste,3.628179979,9.636545699,poisonous
647,bell,scaly,red,no,anise,notched,crowded,narrow,gray,enlarging,bulbous,scaly,smooth,cinnamon,red,partial,yellow,two,zone,chocolate,numerous,urban,4.935594031,19.75766547,edible
1061,bell,grooves,yellow,yes,fishy,attached,distant,narrow,buff,tapering,rooted,silky,smooth,cinnamon,buff,universal,yellow,one,none,white,clustered,paths,5.020968199,17.16922355,edible
491,bell,grooves,yellow,no,spicy,attached,distant,broad,orange,tapering,club,scaly,fibrous,orange,orange,universal,orange,one,zone,chocolate,scattered,grasses,3.711205197,4.630025494,poisonous
